facilityname,updateddate,addeddate,reportdate,coverall,surgmask,shoe_cover,face_shield,head_cover,n95mask,goggles,gloves,gown,vtm,nps,ops,weekly_reportdate,region,province,city_mun,bgy,region_psgc,province_psgc,city_mun_psgc,bgy_psgc
LEANDRO PAGURAYAN SR. MEMORIAL GYMNASIUM/ BAHAY SILANGAN,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),CAGAYAN,SANTO NIÑO (FAIRE),CENTRO SUR (POB.),PH020000000,PH021500000,PH021526000,PH021526011
REGIONAL EVACUATION CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),CAGAYAN,TUAO,LALLAYUG,PH020000000,PH021500000,PH021528000,PH021528017
CASSILY LAKE RESORT,,,2020-05-24 00:00:00 UTC,,,,,,,,,,,,,2020-05-24 00:00:00 UTC,REGION II (CAGAYAN VALLEY),CAGAYAN,TUAO,NARUANGAN,PH020000000,PH021500000,PH021528000,PH021528023
CASSILY LAKE RESORT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),CAGAYAN,TUAO,NARUANGAN,PH020000000,PH021500000,PH021528000,PH021528023
SENIOR CITIZEN BUILDING QUARANTINE FACILITY,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,BENITO SOLIVEN,DISTRICT II (POB.),PH020000000,PH023100000,PH023104000,PH023104007
SENIOR CITIZEN BUILDING QUARANTINE FACILITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,BENITO SOLIVEN,DISTRICT II (POB.),PH020000000,PH023100000,PH023104000,PH023104007
SAN JOSE NORTE 1 OLD DAY CARE CENTER BIU,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,MALLIG,SAN JOSE NORTE I,PH020000000,PH023100000,PH023119000,PH023119011
ROXAS QUARANTINE FACILITY (ISU RANG-AYAN CAMPUS),,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,ROXAS,RANG-AYAN,PH020000000,PH023100000,PH023126000,PH023126016
RHU SAN MATEO,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,SAN MATEO,BARANGAY IV (POB.),PH020000000,PH023100000,PH023132000,PH023132020
SAN PABLO COMMUNITY ISOLATION CENTER,,,2020-05-31 00:00:00 UTC,,,,,,,,,,,,,2020-05-31 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,SAN PABLO,BALLACAYU,PH020000000,PH023100000,PH023133000,PH023133003
SAN PABLO COMMUNITY ISOLATION CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),ISABELA,SAN PABLO,BALLACAYU,PH020000000,PH023100000,PH023133000,PH023133003
ARITAO GROWTH CENTER MUNICIPAL ISOLATION FACILITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,ARITAO,BANGANAN,PH020000000,PH025000000,PH025002000,PH025002001
COMON DAYCARE CENTER ISOLATION FACILITY,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,ARITAO,COMON,PH020000000,PH025000000,PH025002000,PH025002006
BONFAL PROPER EVACUATION CENTER BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAYOMBONG (CAPITAL),BONFAL PROPER,PH020000000,PH025000000,PH025005000,PH025005002
DISTRICT IV CDC BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAYOMBONG (CAPITAL),DISTRICT IV (POB.),PH020000000,PH025000000,PH025005000,PH025005017
LUYANG CDC BARANGAY ISOLATION UNIT,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,BAYOMBONG (CAPITAL),LUYANG,PH020000000,PH025000000,PH025005000,PH025005024
"BARANGAY VILLAGE MUNICIPAL SPORTS CENTER COMPOUND, MALASIN, DUPAX DEL NORTE",,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,DUPAX DEL NORTE,MALASIN (POB.),PH020000000,PH025000000,PH025007000,PH025007013
BIRTHING BUILDING,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,DUPAX DEL SUR,DOPAJ,PH020000000,PH025000000,PH025008000,PH025008018
QUEZON CIU MAIN,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,QUEZON,AURORA,PH020000000,PH025000000,PH025011000,PH025011001
BARESBES DAY CARE CENTER,,,2020-06-07 00:00:00 UTC,,,,,,,,,,,,,2020-06-07 00:00:00 UTC,REGION II (CAGAYAN VALLEY),NUEVA VIZCAYA,QUEZON,BARESBES,PH020000000,PH025000000,PH025011000,PH025011002
